Data_type,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: Govt Revenue: Hebei: Zhangjiakou,China,Zhangjiakou,"Annual, ending ""Dec"" of each year",RMB mn,Zhangjiakou Municipal Bureau of Statistics,Active,146787701 (CFAEIJ),SR1936927,,,,2003,2022,06/02/2023,,,9797.269,36942537.413,6078.037,-0.100,-1.582,0.620,1165.770,18640.000,11251.435,20,,,,,1165.770,1528.280,2111.360,2427.640,3447.300,4161.430,4699.520,6244.620,8298.700,10656.100,11846.770,12578.000,13343.340,14169.700,13578.530,15688.040,16862.380,17547.890,18640.000,16950.000
CN: Govt Revenue: Hebei: Chengde,China,Chengde,"Annual, ending ""Dec"" of each year",RMB mn,Chengde Municipal Bureau of Statistics,Active,146787801 (CFAEIK),SR1936288,,,,2003,2022,06/02/2023,,,7240.080,15905334.105,3988.149,-0.299,-1.410,0.551,841.070,12600.000,8232.320,20,,,,,841.070,1202.740,1729.450,2444.950,3267.170,3779.670,4517.890,5483.540,7110.030,8251.330,10250.050,10756.050,9726.460,8213.310,8922.130,10455.310,11246.780,11613.660,12600.000,12390.000
CN: Govt Revenue: Hebei: Cangzhou,China,Cangzhou,"Annual, ending ""Dec"" of each year",RMB mn,Cangzhou Municipal Bureau of Statistics,Active,146787901 (CFAEIL),SR1936771,,,,2003,2022,06/02/2023,,,15543.327,107580097.260,10372.083,0.108,-1.574,0.667,2326.220,31720.000,15743.085,20,,,,,2326.220,2585.500,3117.240,3727.290,4720.130,5674.650,6473.310,9129.580,11648.880,14258.180,17227.990,18971.020,21090.700,22039.680,23953.620,26339.420,28364.180,27538.950,29960.000,31720.000
CN: Govt Revenue: Hebei: Langfang,China,Langfang,"Annual, ending ""Dec"" of each year",RMB mn,Langfang Municipal Bureau of Statistics,Active,146788001 (CFAEIM),SR1936713,,,,2003,2022,06/02/2023,,,19772.428,207004164.033,14387.639,0.030,-1.781,0.728,1647.040,39050.000,18879.090,20,,,,,1647.040,2027.920,2429.650,3053.720,4544.110,5794.610,6926.290,10586.400,14025.060,17214.760,20543.420,25048.600,30338.440,33872.440,33147.310,36203.210,38833.880,36011.690,39050.000,34150.000
CN: Govt Revenue: Hebei: Hengshui,China,Hengshui,"Annual, ending ""Dec"" of each year",RMB mn,Hengshui Municipal Bureau of Statistics,Active,146788101 (CFAEIN),SR1937804,,,,2003,2022,06/02/2023,,,6467.527,23620172.004,4860.059,0.268,-1.569,0.751,1011.420,14360.000,5963.440,20,,,,,1026.200,1011.420,1331.880,1215.000,1410.500,1544.350,2168.760,2797.020,3725.150,5073.430,6853.450,7971.950,8851.550,9572.470,10347.370,11499.350,12204.900,12725.780,13660.000,14360.000
CN: Govt Revenue: Shanxi: Taiyuan,China,Taiyuan,"Annual, ending ""Dec"" of each year",RMB mn,Taiyuan Municipal Bureau of Statistics,Active,146788201 (CFAEIO),SR1937133,,,,2003,2021,25/01/2022,,,21035.165,163604977.823,12790.816,0.175,-1.328,0.608,3334.730,42344.000,21566.540,19,,,,,3334.730,4263.740,5695.250,7533.060,8841.700,11692.240,11753.220,13848.090,17471.790,21566.540,24732.610,25885.270,27424.030,28268.930,31185.030,37322.750,38661.640,37843.510,42344.000,
CN: Govt Revenue: Shanxi: Datong,China,Datong,"Annual, ending ""Dec"" of each year",RMB mn,Datong Municipal Bureau of Statistics,Active,146788301 (CFAEIP),SR1935184,,,,2003,2021,24/01/2022,,,7614.838,20116554.574,4485.148,0.249,-0.837,0.589,1319.950,16670.000,8030.460,19,,,,,1319.950,1531.840,2041.730,2608.910,3670.600,4666.640,4761.740,5517.660,6464.070,8030.460,9457.190,10494.510,9239.630,8892.630,10827.660,11969.110,13013.360,13504.240,16670.000,
CN: Govt Revenue: Shanxi: Yangquan,China,Yangquan,"Annual, ending ""Dec"" of each year",RMB mn,Yangquan Municipal Bureau of Statistics,Active,146788401 (CFAEIQ),SR1937841,,,,2003,2022,01/02/2023,,,4013.997,3936016.823,1983.940,-0.090,-0.417,0.494,696.220,8200.000,4540.010,20,,,,,696.220,934.920,1292.550,1537.560,2162.030,2617.010,2977.400,3769.310,4663.570,5687.860,4679.030,4704.770,4416.450,4127.760,4999.610,5761.660,5739.290,5692.930,5620.000,8200.000
CN: Govt Revenue: Shanxi: Changzhi,China,Changzhi,"Annual, ending ""Dec"" of each year",RMB mn,Changzhi Municipal Bureau of Statistics,Active,146788501 (CFAEIR),SR1937647,,,,2003,2022,09/02/2023,,,11110.621,53977758.176,7346.956,0.978,1.510,0.661,1315.950,31050.000,10146.745,20,,,,,1315.950,1705.490,2387.470,4452.160,4975.060,6262.590,6957.300,7790.010,10440.710,13349.310,14866.230,13632.510,9643.500,9852.780,13228.320,15066.960,16194.820,16635.240,22406.000,31050.000
CN: Govt Revenue: Shanxi: Jincheng,China,Jincheng,"Annual, ending ""Dec"" of each year",RMB mn,Jincheng Municipal Bureau of Statistics,Active,146788601 (CFAEIS),SR1937273,,,,2003,2022,30/01/2023,,,8856.319,45506268.755,6745.833,1.392,2.504,0.762,1027.790,28300.000,8611.425,20,,,,,1027.790,1384.790,2004.540,2649.250,3407.830,4186.410,4807.420,5548.900,6792.220,8290.560,9457.550,9803.050,9390.260,8932.290,10136.550,12530.280,13821.220,14525.460,20130.000,28300.000
CN: Govt Revenue: Shanxi: Shuozhou,China,Shuozhou,"Annual, ending ""Dec"" of each year",RMB mn,Shuozhou Municipal Bureau of Statistics,Active,146788701 (CFAEIT),SR1936878,,,,2003,2022,30/01/2023,,,6353.475,15808952.717,3976.047,0.393,0.138,0.626,528.350,15822.320,6333.620,20,,,,,528.350,667.020,1131.270,1701.110,3020.230,3779.890,4622.130,5575.350,7091.890,8425.000,9530.000,8658.980,5430.000,4912.290,7322.050,9040.300,9228.860,8953.020,11629.440,15822.320
CN: Govt Revenue: Shanxi: Jinzhong,China,Jinzhong,"Annual, ending ""Dec"" of each year",RMB mn,Jinzhong Municipal Bureau of Statistics,Active,146788801 (CFAEIU),SR1937159,,,,2003,2021,25/05/2022,,,8729.697,28899112.048,5375.789,0.099,-1.177,0.616,947.680,17110.000,9922.960,19,,,,,947.680,1297.900,1921.310,2389.320,4101.530,4691.070,5775.680,6475.180,7803.550,9922.960,11513.050,11751.580,10024.300,10080.050,11806.030,15081.100,16300.750,16871.210,17110.000,
CN: Govt Revenue: Shanxi: Yuncheng,China,Yuncheng,"Annual, ending ""Dec"" of each year",RMB mn,Yuncheng Municipal Bureau of Statistics,Active,146788901 (CFAEIV),SR1935172,,,,2003,2022,16/02/2023,,,5131.313,9327772.008,3054.140,0.623,-0.601,0.595,1194.970,11330.000,4348.085,20,,,,,1194.970,1215.480,1840.760,2131.340,2900.910,3264.560,2627.420,3554.030,4081.560,4154.060,4542.110,5278.710,5629.610,5911.000,6710.310,8074.080,8662.650,9002.690,10520.000,11330.000
CN: Govt Revenue: Shanxi: Xinzhou,China,Xinzhou,"Annual, ending ""Dec"" of each year",RMB mn,Xinzhou Municipal Bureau of Statistics,Active,146789001 (CFAEIW),SR1936009,,,,2003,2022,30/01/2023,,,5983.614,15004310.381,3873.540,0.478,0.042,0.647,640.670,15128.000,6720.390,20,,,,,640.670,794.700,1177.340,1667.480,2317.680,2945.340,3354.380,4234.250,5357.280,6516.510,7370.180,8081.260,7365.460,6924.270,7325.690,8146.380,9093.000,9442.400,11790.000,15128.000
CN: Govt Revenue: Shanxi: Linfen,China,Linfen,"Annual, ending ""Dec"" of each year",RMB mn,Linfen Municipal Bureau of Statistics,Active,146789101 (CFAEIX),SR1937859,,,,2003,2022,01/02/2023,,,9048.151,24160050.912,4915.287,0.316,-0.212,0.543,1359.850,20060.000,8864.335,20,,,,,1359.850,1970.090,2926.500,3993.130,4712.590,5422.110,6292.050,7543.880,8910.540,11077.730,11814.960,11826.290,8818.130,8598.580,9709.480,12601.930,13806.230,13528.940,15990.000,20060.000
CN: Govt Revenue: Shanxi: Lvliang,China,Lvliang,"Annual, ending ""Dec"" of each year",RMB mn,Lvliang Municipal Bureau of Statistics,Active,146789201 (CFAEIY),SR1937519,,,,2003,2022,08/02/2023,,,11375.569,73195730.241,8555.450,0.951,1.096,0.752,798.690,34220.000,9559.280,20,,,,,798.690,1188.490,1865.000,2567.410,3833.170,5510.700,5971.960,7295.820,10050.580,14194.910,16397.800,13060.880,9067.980,8959.880,13877.900,17480.280,19266.350,18725.580,23178.000,34220.000
CN: Govt Revenue: Inner Mongolia: Hohhot,China,Hohhot,"Annual, ending ""Dec"" of each year",RMB mn,Hohhot Municipal Bureau of Statistics,Active,146789301 (CFAEIZ),SR1936722,,,,2003,2022,02/02/2023,,,15156.383,66327735.697,8144.184,-0.396,-1.337,0.537,2057.790,26965.300,18033.120,20,,,,,2057.790,2856.380,3593.190,4552.020,5796.180,8224.590,10679.470,12676.170,15142.520,17864.470,18201.770,21153.890,24740.210,26965.300,20150.200,20471.980,20311.690,21710.240,22892.480,23087.120
CN: Govt Revenue: Inner Mongolia: Baotou,China,Baotou,"Annual, ending ""Dec"" of each year",RMB mn,Baotou Municipal Bureau of Statistics,Active,146789401 (CFAEJA),SR1935213,,,,2003,2022,02/02/2023,,,14344.016,46864944.594,6845.798,0.087,-0.532,0.477,2592.160,27121.220,14396.370,20,,,,,2592.160,4161.750,5841.980,6753.430,7674.760,9648.080,13031.200,13918.300,16185.710,18575.570,21511.790,23431.860,25230.210,27121.220,13761.260,14274.910,15181.730,14517.830,16105.330,17361.240
CN: Govt Revenue: Inner Mongolia: Wuhai,China,Wuhai,"Annual, ending ""Dec"" of each year",RMB mn,Wuhai Municipal Bureau of Statistics,Active,146789501 (CFAEJB),SR1936811,,,,2003,2022,02/02/2023,,,4232.477,7018087.792,2649.167,0.080,-1.318,0.626,351.320,8155.520,4064.665,20,,,,,351.320,552.820,881.900,1232.930,2061.000,1797.000,2177.880,3366.310,4049.750,5441.350,6848.950,7516.170,8047.570,8155.520,3779.440,4079.580,4648.230,5402.060,6332.840,7926.910
CN: Govt Revenue: Inner Mongolia: Chifeng,China,Chifeng,"Annual, ending ""Dec"" of each year",RMB mn,Chifeng Municipal Bureau of Statistics,Active,146789601 (CFAEJC),SR1936998,,,,2003,2022,02/02/2023,,,7212.844,16797269.134,4098.447,-0.309,-1.560,0.568,1009.350,12679.600,8287.140,20,,,,,1009.350,1360.180,1587.610,1637.700,2818.250,3623.130,4582.210,5632.580,6177.620,7455.880,9118.400,9802.580,10457.770,11177.770,10067.760,10823.570,11039.850,11818.000,12679.600,11387.060
CN: Govt Revenue: Inner Mongolia: Tongliao,China,Tongliao,"Annual, ending ""Dec"" of each year",RMB mn,Tongliao Municipal Bureau of Statistics,Active,146789701 (CFAEJD),SR1936988,,,,2003,2022,02/02/2023,,,6683.946,14042793.848,3747.372,-0.197,-0.990,0.561,827.460,12833.650,7436.960,20,,,,,827.460,1020.270,1442.220,1700.910,2363.640,4130.270,5070.320,6483.290,7325.400,8917.210,10363.390,11305.630,12048.460,12833.650,7046.030,7548.520,7621.660,7650.000,8794.070,9186.520
CN: Govt Revenue: Inner Mongolia: Erdos,China,Erdos,"Annual, ending ""Dec"" of each year",RMB mn,Erdos Municipal Bureau of Statistics,Active,146789801 (CFAEJE),SR1936892,,,,2003,2022,02/02/2023,,,31863.993,482899612.742,21974.977,0.308,-0.023,0.690,1473.360,84284.340,36617.765,20,,,,,1473.360,2302.110,4490.450,5403.870,7702.390,11819.830,16204.080,23907.740,34617.620,37551.210,44001.560,43007.820,44589.990,45102.630,35684.320,43345.880,50101.560,46487.710,55201.380,84284.340
CN: Govt Revenue: Inner Mongolia: Hulunbeier,China,Hulunbeier,"Annual, ending ""Dec"" of each year",RMB mn,Hulunbeier Municipal Bureau of Statistics,Active,146789901 (CFAEJF),SR1936261,,,,2003,2022,02/02/2023,,,6565.017,10620155.146,3258.858,-0.486,-1.294,0.496,1192.510,10602.630,7957.700,20,,,,,1192.510,1448.710,1741.400,2261.280,2899.800,4184.180,4929.470,5598.510,6490.600,7935.620,8714.080,9603.180,10333.230,10602.630,8525.160,8604.030,8396.020,7979.780,9984.690,9875.450
CN: Govt Revenue: Inner Mongolia: Bayannaoer,China,Bayannaoer,"Annual, ending ""Dec"" of each year",RMB mn,Bayannaoer Municipal Bureau of Statistics,Active,146790001 (CFAEJG),SR1935327,,,,2003,2022,02/02/2023,,,4320.943,4928021.409,2219.915,-0.367,-1.271,0.514,728.570,7753.510,5257.390,20,,,,,728.570,988.040,1225.080,1368.360,1879.340,2387.820,2999.830,3827.870,4271.740,4960.940,5793.350,6201.670,6576.340,6995.420,5723.260,5553.840,5568.810,5690.950,5924.110,7753.510
CN: Govt Revenue: Inner Mongolia: Wulanchabu,China,Wulanchabu,"Annual, ending ""Dec"" of each year",RMB mn,Wulanchabu Municipal Bureau of Statistics,Active,146790101 (CFAEJH),SR1936322,,,,2003,2022,02/02/2023,,,3422.723,3987037.306,1996.757,-0.014,-1.778,0.583,708.140,6259.280,3862.520,20,,,,,708.140,892.260,1192.130,1285.140,1522.850,1546.720,1399.330,1733.440,2346.670,3480.060,4244.980,5102.400,5515.100,5666.320,4310.630,4620.290,4986.460,5632.590,6009.660,6259.280
CN: Govt Revenue: Liaoning: Shenyang,China,Shenyang,"Annual, ending ""Dec"" of each year",RMB mn,Shenyang Municipal Bureau of Statistics,Active,146790201 (CFAEJI),SR1935452,,,,2003,2022,07/02/2023,,,51453.052,668574504.702,25856.808,-0.573,-1.394,0.503,8108.890,80099.970,62053.690,20,,,,,8108.890,10953.580,13814.150,17563.360,23080.850,29103.810,32020.700,46535.400,62012.440,71503.770,80099.970,78550.200,60624.110,62094.940,65624.060,72064.250,73028.530,73608.020,77300.000,71370.000
CN: Govt Revenue: Liaoning: Dalian,China,Dalian,"Annual, ending ""Dec"" of each year",RMB mn,Dalian Municipal Bureau of Statistics,Active,146790301 (CFAEJJ),SR1936936,,,,2003,2022,03/02/2023,,,52359.090,592834520.701,24348.193,-0.611,-1.129,0.465,11054.050,85016.460,63146.995,20,,,,,11054.050,11717.120,15142.470,19613.570,26797.570,33906.910,40023.400,50083.220,65103.580,75010.850,85016.460,78086.450,57991.300,61190.410,65763.670,70398.570,69283.970,70268.220,73760.000,66970.000
CN: Govt Revenue: Liaoning: Anshan,China,Anshan,"Annual, ending ""Dec"" of each year",RMB mn,Anshan Municipal Bureau of Statistics,Active,146790401 (CFAEJK),SR1937718,,,,2003,2021,15/04/2022,,,13763.773,44099899.660,6640.776,-0.014,-0.877,0.482,2922.450,24170.120,14021.690,19,,,,,2922.450,4020.900,5524.910,5616.460,7450.100,10001.940,12312.300,18003.340,20701.670,23439.460,23924.870,24170.120,12907.420,13296.020,14021.690,15143.880,15327.200,15726.960,17000.000,
CN: Govt Revenue: Liaoning: Fushun,China,Fushun,"Annual, ending ""Dec"" of each year",RMB mn,Fushun Municipal Bureau of Statistics,Active,146790501 (CFAEJL),SR1935774,,,,2003,2022,07/02/2023,,,7113.147,13749178.731,3707.989,0.195,-0.670,0.521,1488.320,13425.120,7594.870,20,,,,,1488.320,1761.100,2228.250,2756.110,3674.850,4517.450,5376.710,8125.070,10650.160,13015.330,13420.920,13425.120,7376.690,7732.830,8806.390,8939.730,7521.040,7668.700,7695.000,6083.170
CN: Govt Revenue: Liaoning: Benxi,China,Benxi,"Annual, ending ""Dec"" of each year",RMB mn,Benxi Municipal Bureau of Statistics,Active,146790601 (CFAEJM),SR1936895,,,,2003,2022,07/02/2023,,,6394.795,13015487.606,3607.698,0.600,-0.411,0.564,1525.560,12983.260,6263.580,19,,,,,1525.560,1693.320,2180.950,2676.350,3376.950,4243.690,5031.770,7459.600,10243.250,12352.440,12970.050,12983.260,5376.800,5555.200,6455.700,6263.580,6756.470,6966.160,,7390.000
CN: Govt Revenue: Liaoning: Dandong,China,Dandong,"Annual, ending ""Dec"" of each year",RMB mn,Dandong Municipal Bureau of Statistics,Active,146790701 (CFAEJN),SR1935140,,,,2003,2021,15/04/2022,,,6680.811,15062769.702,3881.078,0.219,-0.755,0.581,1137.120,13636.300,7273.890,19,,,,,1137.120,1330.730,1681.630,2188.920,2887.270,3756.870,5013.520,8023.590,10332.120,12797.330,13636.300,12600.050,6634.240,6849.130,7273.890,7338.990,7513.010,7760.690,8180.000,
CN: Govt Revenue: Liaoning: Jinzhou,China,Jinzhou,"Annual, ending ""Dec"" of each year",RMB mn,Jinzhou Municipal Bureau of Statistics,Active,146790801 (CFAEJO),SR1937435,,,,2003,2022,02/02/2023,,,7677.521,18214681.097,4267.866,-0.296,-1.322,0.556,1368.590,13684.620,8804.200,20,,,,,1368.590,1430.360,1726.070,2062.190,2597.130,3506.740,4800.880,8107.030,10366.810,13150.310,13609.020,13684.620,7551.880,8481.180,9127.220,10034.170,10202.580,10413.640,10940.000,10390.000
CN: Govt Revenue: Liaoning: Yingkou,China,Yingkou,"Annual, ending ""Dec"" of each year",RMB mn,Yingkou Municipal Bureau of Statistics,Active,146790901 (CFAEJP),SR1936284,,,,2003,2022,15/02/2023,,,9676.926,32970385.494,5741.984,-0.331,-1.327,0.593,1074.370,18425.450,10943.180,20,,,,,1074.370,1258.860,1635.250,2047.610,2904.050,4000.520,5714.650,10010.630,14024.050,17021.830,18425.450,16035.850,10406.890,10518.310,11368.050,13133.020,13311.370,13577.750,14140.000,12930.000
CN: Govt Revenue: Liaoning: Fuxin,China,Fuxin,"Annual, ending ""Dec"" of each year",RMB mn,Fuxin Municipal Bureau of Statistics,Active,146791001 (CFAEJQ),SR1936239,,,,2003,2021,29/08/2022,,,3399.746,4667963.076,2160.547,0.211,-0.994,0.636,558.220,7121.440,3715.240,19,,,,,558.220,625.050,743.310,896.840,1099.610,1461.310,1859.780,3007.000,5014.310,6402.990,7049.700,7121.440,3715.240,3583.940,3817.750,4201.370,4266.140,4441.170,4730.000,
CN: Govt Revenue: Liaoning: Liaoyang,China,Liaoyang,"Annual, ending ""Dec"" of each year",RMB mn,Liaoyang Municipal Bureau of Statistics,Active,146791101 (CFAEJR),SR1937347,,,,2003,2021,29/08/2022,,,6790.896,13335281.553,3651.750,-0.358,-1.461,0.538,1169.300,11480.000,7648.080,19,,,,,1169.300,1403.230,1743.360,2190.760,2808.460,3540.640,4797.460,7648.080,10016.880,11021.460,11132.220,11480.000,6768.470,7077.490,8069.380,8938.900,9531.480,9819.460,9870.000,
CN: Govt Revenue: Liaoning: Panjin,China,Panjin,"Annual, ending ""Dec"" of each year",RMB mn,Panjin Municipal Bureau of Statistics,Active,146791201 (CFAEJS),SR1935267,,,,2003,2022,30/01/2023,,,9302.283,28936235.948,5379.241,-0.288,-1.636,0.578,1698.330,15860.000,10638.375,20,,,,,1698.330,1849.510,2153.680,2594.930,2968.710,3491.160,4343.220,8058.690,11228.440,14022.230,14876.700,15117.760,9504.640,10048.310,11886.420,13569.420,14796.270,15837.230,15860.000,12140.000
CN: Govt Revenue: Liaoning: Tieling,China,Tieling,"Annual, ending ""Dec"" of each year",RMB mn,Tieling Municipal Bureau of Statistics,Active,146791301 (CFAEJT),SR1935912,,,,2003,2022,08/02/2023,,,5223.797,10266538.505,3204.144,0.584,-0.486,0.613,960.230,11461.660,4954.645,20,,,,,960.230,1086.780,1278.700,1630.880,2304.580,3309.000,4798.510,8008.290,10502.480,11461.660,10363.790,9339.170,5028.480,4643.090,4914.920,5220.150,4994.370,5040.850,5040.000,4550.000
CN: Govt Revenue: Liaoning: Chaoyang,China,Chaoyang,"Annual, ending ""Dec"" of each year",RMB mn,Chaoyang Municipal Bureau of Statistics,Active,146791401 (CFAEJU),SR1936131,,,,2003,2022,03/02/2023,,,5802.037,11436137.335,3381.736,-0.134,-1.110,0.583,626.330,11248.850,6206.680,20,,,,,626.330,795.290,1093.510,1489.050,2179.560,3178.630,4214.940,6625.040,8692.360,10708.570,11248.850,10170.210,5473.340,5102.040,5788.320,7041.680,7465.670,7777.340,8430.000,7940.000
CN: Govt Revenue: Liaoning: Huludao,China,Huludao,"Annual, ending ""Dec"" of each year",RMB mn,Huludao Municipal Bureau of Statistics,Active,146791501 (CFAEJV),SR1936843,,,,2003,2021,15/04/2022,,,5408.435,7271931.692,2696.652,-0.363,-1.473,0.499,1332.130,8837.560,6071.380,19,,,,,1332.130,1464.950,1719.000,1795.330,2464.940,3140.300,3731.060,5594.230,7030.540,8397.780,8837.560,8160.000,5713.610,6071.380,7279.990,8226.650,8429.030,6951.780,6420.000,
CN: Govt Revenue: Jilin: Changchun,China,Changchun,"Annual, ending ""Dec"" of each year",RMB mn,Changchun Municipal Bureau of Statistics,Active,146791601 (CFAEJW),SR1936537,,,,2003,2021,15/03/2022,,,28251.707,315840132.609,17771.892,0.005,-1.305,0.629,4597.090,61709.000,34080.210,19,,,,,4597.090,5069.230,6103.380,7159.080,9329.510,11903.150,14265.060,18084.610,28863.120,34080.210,38181.780,39732.490,38822.130,41548.530,45008.180,47801.410,42001.680,42522.800,61709.000,
CN: Govt Revenue: Jilin: Jilin,China,Jilin,"Annual, ending ""Dec"" of each year",RMB mn,Jilin Municipal Bureau of Statistics,Active,146791701 (CFAEJX),SR1936234,,,,2003,2021,15/03/2022,,,8229.751,17773636.227,4215.879,-0.269,-1.304,0.512,1673.960,13997.040,9503.000,19,,,,,1673.960,1973.010,2353.650,2766.930,4084.080,5333.130,6099.550,7319.260,10195.250,11902.950,13997.040,13118.550,13284.290,13555.970,10486.950,10427.580,9788.820,8501.290,9503.000,
CN: Govt Revenue: Jilin: Siping,China,Siping,"Annual, ending ""Dec"" of each year",RMB mn,Siping Municipal Bureau of Statistics,Active,146791801 (CFAEJY),SR1937429,,,,2003,2021,15/03/2022,,,3888.927,3668412.611,1915.310,-0.404,-1.083,0.493,719.300,6344.450,3911.000,19,,,,,827.000,725.950,719.300,2266.780,2880.760,3751.220,2135.780,2790.490,3888.550,5657.650,6055.600,5785.260,6228.490,6344.450,5663.750,4281.510,5076.000,4900.080,3911.000,
CN: Govt Revenue: Jilin: Liaoyuan,China,Liaoyuan,"Annual, ending ""Dec"" of each year",RMB mn,Liaoyuan Municipal Bureau of Statistics,Active,146791901 (CFAEJZ),SR1936183,,,,2003,2021,15/03/2022,,,1606.218,644240.780,802.646,-0.310,-0.955,0.500,311.800,2811.790,1745.940,19,,,,,326.460,311.800,394.650,634.510,836.330,1167.440,1442.530,1706.230,1886.440,2386.700,2550.800,2682.110,2811.790,2420.970,1834.420,1783.650,1745.940,1703.380,1892.000,
CN: Govt Revenue: Jilin: Tonghua,China,Tonghua,"Annual, ending ""Dec"" of each year",RMB mn,Tonghua Municipal Bureau of Statistics,Active,146792001 (CFAEKA),SR1936769,,,,2003,2021,15/03/2022,,,4474.985,7213609.832,2685.816,-0.092,-1.450,0.600,694.670,8371.900,5330.190,19,,,,,694.670,792.720,920.750,1331.690,1618.170,2142.500,2600.580,3402.350,4813.450,6443.110,7399.610,8371.900,7812.640,8278.090,6188.180,5525.140,5330.190,5351.970,6007.000,
CN: Govt Revenue: Jilin: Baishan,China,Baishan,"Annual, ending ""Dec"" of each year",RMB mn,Baishan Municipal Bureau of Statistics,Active,146792101 (CFAEKB),SR1937316,,,,2003,2021,15/03/2022,,,2509.759,2246214.007,1498.737,0.129,-1.220,0.597,389.590,4702.520,2375.000,19,,,,,389.590,422.530,538.960,780.660,1096.700,1558.680,1977.690,2527.080,3553.080,4363.040,4631.800,4425.130,4479.650,4702.520,2695.070,2272.400,2375.000,2343.850,2552.000,
