Province,Country,Region,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: GDP: Secondary Industry: Yunnan: Yuxi,China,Yuxi,"Annual, ending ""Dec"" of each year",RMB bn,Yuxi Municipal Bureau of Statistics,Active,293362001 (CAAPMY),SR4391622,,,,1999,2022,03/02/2023,,,51.811,861.855,29.357,0.403,-0.960,0.567,17.740,113.030,50.486,24,20.296,20.100,18.169,17.740,18.830,21.440,21.500,24.590,30.280,37.029,38.472,45.788,55.184,62.395,66.482,70.640,69.300,68.534,72.944,76.640,85.260,86.430,102.390,113.030
CN: GDP: Secondary Industry: Yunnan: Baoshan,China,Baoshan,"Annual, ending ""Dec"" of each year",RMB bn,Baoshan Municipal Bureau of Statistics,Active,293362101 (CAAPMZ),SR4391779,,,,1999,2022,09/02/2023,,,14.965,219.183,14.805,1.018,-0.079,0.989,1.277,49.014,9.380,24,1.277,1.308,1.502,1.600,1.770,2.140,2.880,3.600,4.560,5.537,6.329,8.054,10.706,13.393,15.526,17.531,19.205,21.303,24.570,28.110,36.720,39.260,43.260,49.014
CN: GDP: Secondary Industry: Yunnan: Zhaotong,China,Zhaotong,"Annual, ending ""Dec"" of each year",RMB bn,Zhaotong Municipal Bureau of Statistics,Active,293362201 (CAAPNA),SR4391913,,,,1999,2022,09/02/2023,,,23.175,341.143,18.470,0.612,-0.711,0.797,3.250,62.171,19.884,24,3.513,3.739,3.250,3.310,3.610,5.390,6.310,8.190,9.830,11.682,13.022,17.482,22.287,27.061,31.894,32.608,30.893,32.206,35.794,39.782,45.922,48.278,57.978,62.171
CN: GDP: Secondary Industry: Yunnan: Lijiang,China,Lijiang,"Annual, ending ""Dec"" of each year",RMB bn,Lijiang Municipal Bureau of Statistics,Active,293362301 (CAAPNB),SR4391741,,,,1999,2022,03/02/2023,,,7.910,43.937,6.628,0.577,-0.775,0.838,0.749,22.450,6.472,24,0.749,0.810,0.837,0.940,1.240,1.600,1.720,2.220,2.800,3.521,4.414,5.505,7.439,8.974,11.269,11.274,11.560,12.034,13.714,13.771,15.000,16.550,19.452,22.450
CN: GDP: Secondary Industry: Yunnan: Puer,China,Puer,"Annual, ending ""Dec"" of each year",RMB bn,Puer Municipal Bureau of Statistics,Active,293362401 (CAAPNC),SR4391801,,,,2007,2022,03/02/2023,,,16.625,55.921,7.478,-0.336,-1.303,0.450,4.470,26.830,17.769,16,,,,,,,,,4.470,5.752,6.891,8.377,10.905,13.356,16.231,17.610,17.928,19.540,22.289,24.416,23.123,22.862,25.417,26.830
CN: GDP: Secondary Industry: Yunnan: Lincang,China,Lincang,"Annual, ending ""Dec"" of each year",RMB bn,Lincang Municipal Bureau of Statistics,Active,293362501 (CAAPND),SR4391792,,,,1999,2022,02/02/2023,,,11.261,73.647,8.582,0.209,-1.675,0.762,1.159,26.181,9.012,24,1.159,1.417,1.510,1.840,2.270,2.990,2.970,3.780,4.490,5.140,5.860,7.618,10.406,15.056,17.566,19.876,16.980,18.577,20.787,20.539,19.655,20.384,23.215,26.181
CN: GDP: Secondary Industry: Tibet: Lhasa,China,Lhasa,"Annual, ending ""Dec"" of each year",RMB bn,Lhasa Municipal Bureau of Statistics,Active,306089301 (CAARAO),SR4698981,,,,2001,2020,23/02/2022,,,10.838,74.944,8.657,0.664,-0.538,0.799,0.349,29.044,9.070,17,,,1.140,0.349,1.530,,,,3.121,4.098,4.608,5.576,7.521,9.070,10.756,12.775,14.095,16.280,18.938,21.724,23.614,29.044,,
CN: GDP: Secondary Industry: Tibet: Xigaze,China,Xigaze,"Annual, ending ""Dec"" of each year",RMB bn,Xigaze Municipal Bureau of Statistics,Active,313814101 (CAARKZ),SR5004140,,,,2005,2021,01/04/2022,,,5.081,13.286,3.645,0.664,-0.792,0.717,1.010,12.330,4.053,17,,,,,,,1.010,1.240,1.420,1.646,1.819,2.160,3.206,3.527,4.053,4.820,5.441,6.672,7.987,8.638,9.491,12.330,10.917,
CN: GDP: Secondary Industry: Tibet: Qamdu,China,Qamdu,"Annual, ending ""Dec"" of each year",RMB bn,Qamdu Municipal Bureau of Statistics,Active,313813901 (CAARKX),SR5004083,,,,2005,2021,16/05/2022,,,4.942,11.888,3.448,0.661,-0.763,0.698,0.800,11.405,4.413,17,,,,,,,0.800,1.130,1.480,1.719,2.215,2.630,2.920,3.237,4.413,4.785,5.345,5.921,7.327,8.508,9.157,11.405,11.025,
CN: GDP: Secondary Industry: Tibet: Nyingchi,China,Nyingchi,"Annual, ending ""Dec"" of each year",RMB bn,Nyingchi Municipal Bureau of Statistics,Active,313814401 (CAARLC),SR5004088,,,,2005,2022,03/02/2023,,,3.609,5.281,2.298,0.474,-1.188,0.637,0.820,7.405,3.157,18,,,,,,,0.820,0.990,1.200,1.328,1.481,1.680,2.217,2.611,2.919,3.394,3.783,4.075,5.002,5.571,6.084,7.405,7.097,7.309
CN: GDP: Secondary Industry: Tibet: Lhokha,China,Lhokha,"Annual, ending ""Dec"" of each year",RMB bn,Lhokha Municipal Bureau of Statistics,Active,313814001 (CAARKY),SR5004369,,,,2005,2021,04/08/2022,,,5.007,12.649,3.557,0.595,-0.867,0.710,0.790,11.551,4.492,17,,,,,,,0.790,1.070,1.240,1.687,1.936,2.467,2.936,3.366,4.492,5.184,5.521,6.203,7.627,8.578,9.229,11.551,11.233,
CN: GDP: Secondary Industry: Tibet: Narqu,China,Narqu,"Annual, ending ""Dec"" of each year",RMB bn,Narqu Municipal Bureau of Statistics,Active,313814201 (CAARLA),SR5004914,,,,2005,2020,23/02/2022,,,2.074,1.831,1.353,1.149,1.116,0.652,0.370,5.435,1.725,16,,,,,,,0.370,0.740,0.900,1.021,1.161,1.419,1.338,1.645,1.805,1.995,2.274,2.547,3.014,3.530,3.987,5.435,,
CN: GDP: Secondary Industry: Shaanxi: Xian,China,Xian,"Annual, ending ""Dec"" of each year",RMB bn,Xian Municipal Bureau of Statistics,Active,293362601 (CAAPNE),SR4391597,,,,1999,2022,02/02/2023,,,159.583,13788.280,117.424,0.587,-0.793,0.736,27.713,407.156,140.362,24,28.336,27.713,31.290,35.358,40.222,46.495,51.119,61.269,76.307,94.042,110.501,129.093,151.630,172.670,194.658,215.243,207.047,213.949,245.292,286.186,313.080,332.827,358.520,407.156
CN: GDP: Secondary Industry: Shaanxi: Tongchuan,China,Tongchuan,"Annual, ending ""Dec"" of each year",RMB bn,Tongchuan Municipal Bureau of Statistics,Active,293362701 (CAAPNF),SR4392068,,,,1999,2022,02/02/2023,,,9.045,35.073,5.922,0.347,-0.678,0.655,1.553,22.445,9.786,24,2.040,1.553,1.642,1.850,2.247,2.835,3.404,4.245,5.090,6.474,7.626,9.149,11.363,13.451,15.692,14.939,11.577,10.424,11.361,12.348,13.998,13.334,18.001,22.445
CN: GDP: Secondary Industry: Shaanxi: Baoji,China,Baoji,"Annual, ending ""Dec"" of each year",RMB bn,Baoji Municipal Bureau of Statistics,Active,293362801 (CAAPNG),SR4391916,,,,1999,2022,02/02/2023,,,66.396,2309.384,48.056,0.373,-1.228,0.724,9.489,157.621,58.960,24,9.489,9.832,11.488,13.218,15.097,18.699,21.947,26.637,31.917,38.942,43.607,53.308,64.612,77.204,86.018,89.406,93.518,98.744,112.191,123.622,124.884,126.118,145.395,157.621
CN: GDP: Secondary Industry: Shaanxi: Xianyang,China,Xianyang,"Annual, ending ""Dec"" of each year",RMB bn,Xianyang Municipal Bureau of Statistics,Active,293362901 (CAAPNH),SR4391904,,,,1999,2022,02/02/2023,,,58.398,1739.556,41.708,0.206,-1.565,0.714,8.862,133.667,53.130,24,8.862,10.233,10.926,12.217,13.658,15.860,17.065,19.263,23.942,32.646,36.361,46.693,59.567,69.962,84.699,93.500,97.540,100.215,92.369,103.461,102.684,97.200,118.971,133.667
CN: GDP: Secondary Industry: Shaanxi: Weinan,China,Weinan,"Annual, ending ""Dec"" of each year",RMB bn,Weinan Municipal Bureau of Statistics,Active,293363001 (CAAPNI),SR4391645,,,,1999,2022,02/02/2023,,,38.545,690.664,26.280,0.123,-1.525,0.682,5.999,84.793,40.037,24,5.999,6.042,6.456,7.393,8.894,11.359,13.533,15.506,18.829,22.665,25.722,33.707,46.367,51.736,59.574,62.181,55.415,53.000,58.578,65.794,68.415,65.154,77.960,84.793
CN: GDP: Secondary Industry: Shaanxi: Yanan,China,Yanan,"Annual, ending ""Dec"" of each year",RMB bn,Yanan Municipal Bureau of Statistics,Active,293363101 (CAAPNJ),SR4391910,,,,1999,2022,02/02/2023,,,61.463,1520.762,38.997,0.101,-0.898,0.634,3.475,140.135,60.320,24,3.475,7.869,9.838,11.335,14.989,18.320,27.402,40.139,49.393,56.400,50.690,62.037,80.172,93.386,96.750,97.956,73.451,58.602,76.186,94.499,100.535,88.572,122.977,140.135
CN: GDP: Secondary Industry: Shaanxi: Hanzhong,China,Hanzhong,"Annual, ending ""Dec"" of each year",RMB bn,Hanzhong Municipal Bureau of Statistics,Active,293363201 (CAAPNK),SR4391740,,,,1999,2022,02/02/2023,,,30.430,661.621,25.722,0.660,-0.945,0.845,3.841,82.838,21.481,24,5.917,3.841,4.228,4.745,5.578,7.283,7.974,9.236,11.044,12.619,14.220,18.311,24.651,29.711,36.306,42.429,41.661,44.498,55.179,62.051,66.336,64.148,75.508,82.838
CN: GDP: Secondary Industry: Shaanxi: Yulin,China,Yulin,"Annual, ending ""Dec"" of each year",RMB bn,Yu lin Municipal Bureau of Statistics,Active,293363301 (CAAPNL),SR4392102,,,,1999,2022,02/02/2023,,,138.138,15677.869,125.211,0.905,0.565,0.906,2.953,467.349,133.938,24,2.953,4.660,6.210,8.337,11.251,16.749,24.814,34.503,49.814,77.379,84.311,116.952,159.047,190.780,190.244,199.374,150.924,166.759,211.177,247.968,267.720,255.564,370.464,467.349
CN: GDP: Secondary Industry: Shaanxi: Ankang,China,Ankang,"Annual, ending ""Dec"" of each year",RMB bn,Ankang Municipal Bureau of Statistics,Active,293363401 (CAAPNM),SR4391611,,,,1999,2022,02/02/2023,,,21.407,383.883,19.593,0.536,-1.345,0.915,1.673,55.210,13.236,24,1.673,2.029,2.133,2.442,2.753,3.312,3.863,4.355,5.491,6.938,8.348,11.041,15.432,20.655,27.280,31.354,32.923,36.234,42.000,49.088,55.210,43.856,51.353,54.007
CN: GDP: Secondary Industry: Shaanxi: Shangluo,China,Shangluo,"Annual, ending ""Dec"" of each year",RMB bn,Shangluo Municipal Bureau of Statistics,Active,293363501 (CAAPNN),SR4391632,,,,1999,2022,02/02/2023,,,15.127,167.219,12.931,0.455,-1.410,0.855,1.544,37.041,10.933,24,1.544,1.820,1.599,1.812,2.192,3.275,3.235,3.912,4.698,5.818,6.650,9.180,12.685,15.081,20.028,23.000,23.524,26.559,28.243,34.632,37.041,26.594,33.977,35.956
CN: GDP: Secondary Industry: Gansu: Lanzhou,China,Lanzhou,"Annual, ending ""Dec"" of each year",RMB bn,Lanzhou Municipal Bureau of Statistics,Active,293363601 (CAAPNO),SR4392030,,,,1994,2021,13/04/2022,,,55.539,1067.835,32.678,0.060,-1.598,0.588,12.565,111.391,53.787,23,12.565,14.071,15.638,16.687,18.885,21.886,25.169,29.332,34.066,40.536,43.895,53.787,66.976,76.134,79.594,84.122,83.048,78.885,88.500,94.428,94.459,93.342,111.391,
CN: GDP: Secondary Industry: Gansu: Jiayuguan,China,Jiayuguan,"Annual, ending ""Dec"" of each year",RMB bn,Jiayuguan Municipal Bureau of Statistics,Active,293363701 (CAAPNP),SR4391759,,,,1999,2022,02/03/2023,,,11.600,53.862,7.339,-0.005,-1.289,0.633,1.250,24.190,11.385,24,1.250,1.350,1.568,1.880,2.580,3.770,6.410,7.950,9.810,11.828,12.624,14.776,19.298,22.021,16.854,16.965,10.856,6.032,10.942,18.315,17.810,17.920,21.390,24.190
CN: GDP: Secondary Industry: Gansu: Jinchang,China,Jinchang,"Annual, ending ""Dec"" of each year",RMB bn,Jinchang Municipal Bureau of Statistics,Active,293363801 (CAAPNQ),SR4391797,,,,1999,2022,08/02/2023,,,14.167,74.006,8.603,0.642,0.875,0.607,2.075,37.131,14.980,24,2.075,2.395,2.824,3.150,3.890,6.870,8.950,12.310,17.990,15.752,15.568,16.691,18.240,18.448,18.253,17.028,13.070,10.414,11.288,14.392,21.992,22.743,28.546,37.131
CN: GDP: Secondary Industry: Gansu: Baiyin,China,Baiyin,"Annual, ending ""Dec"" of each year",RMB bn,Baiyin Municipal Bureau of Statistics,Active,293363901 (CAAPNR),SR4391752,,,,1999,2022,02/02/2023,,,14.936,56.950,7.547,-0.180,-1.374,0.505,3.680,25.313,17.072,24,3.680,3.993,4.302,4.960,5.550,6.950,7.400,9.530,11.530,13.777,14.662,17.112,21.572,24.860,25.313,25.105,19.425,17.811,17.567,21.371,18.079,17.032,21.767,25.128
CN: GDP: Secondary Industry: Gansu: Tianshui,China,Tianshui,"Annual, ending ""Dec"" of each year",RMB bn,Tianshui Municipal Bureau of Statistics,Active,293364001 (CAAPNS),SR4392080,,,,1999,2022,02/02/2023,,,12.037,42.556,6.523,-0.067,-1.655,0.542,3.207,22.032,12.772,24,3.207,3.407,3.602,3.855,4.338,4.930,5.690,6.489,7.676,8.870,10.107,11.327,14.216,16.259,15.948,18.584,18.555,19.150,18.940,20.004,15.959,16.182,19.568,22.032
CN: GDP: Secondary Industry: Gansu: Wuwei,China,Wuwei,"Annual, ending ""Dec"" of each year",RMB bn,Wuwei Municipal Bureau of Statistics,Active,293364101 (CAAPNT),SR4391795,,,,1999,2022,07/02/2023,,,8.881,26.738,5.171,0.166,-1.241,0.582,1.631,17.289,8.123,24,1.631,1.861,2.142,2.490,3.010,3.710,4.550,5.640,6.660,7.734,7.377,9.154,11.553,15.043,16.360,17.289,15.254,17.074,12.795,13.172,7.611,8.512,10.400,12.130
CN: GDP: Secondary Industry: Gansu: Zhangye,China,Zhangye,"Annual, ending ""Dec"" of each year",RMB bn,Zhangye Municipal Bureau of Statistics,Active,293364201 (CAAPNU),SR4392085,,,,1999,2022,02/02/2023,,,7.224,12.958,3.600,-0.272,-1.468,0.498,1.692,11.904,8.119,24,1.692,1.870,2.066,2.500,2.770,3.520,3.660,4.480,5.420,6.503,7.251,7.540,9.601,10.368,11.799,11.904,10.984,11.013,9.745,9.081,8.762,8.699,10.257,11.890
CN: GDP: Secondary Industry: Gansu: Pingliang,China,Pingliang,"Annual, ending ""Dec"" of each year",RMB bn,Pingliang Municipal Bureau of Statistics,Active,293364301 (CAAPNV),SR4391641,,,,1999,2022,02/02/2023,,,8.758,25.558,5.056,0.108,-0.961,0.577,1.280,19.070,9.318,24,1.764,2.090,2.261,1.280,3.030,3.840,4.270,4.950,5.870,7.604,8.875,10.879,13.340,15.391,14.658,13.430,9.695,9.106,9.531,10.389,12.368,11.670,14.822,19.070
CN: GDP: Secondary Industry: Gansu: Jiuquan,China,Jiuquan,"Annual, ending ""Dec"" of each year",RMB bn,Jiuquan Municipal Bureau of Statistics,Active,293364401 (CAAPNW),SR4391893,,,,1999,2021,20/04/2022,,,16.462,114.839,10.716,0.114,-1.413,0.651,2.370,34.038,19.063,23,2.647,3.058,3.806,2.370,4.580,5.650,6.240,7.690,9.420,12.165,15.514,21.021,25.196,30.736,34.038,29.250,20.200,20.222,19.063,20.282,25.380,27.120,32.980,
CN: GDP: Secondary Industry: Gansu: Qingyang,China,Qingyang,"Annual, ending ""Dec"" of each year",RMB bn,Qingyang Municipal Bureau of Statistics,Active,293364501 (CAAPNX),SR4391745,,,,1999,2021,20/04/2022,,,21.096,214.507,14.646,0.006,-1.561,0.694,1.300,44.579,21.486,23,2.350,2.756,3.010,1.300,3.990,5.340,7.800,9.910,11.890,15.047,18.122,21.486,28.795,32.950,35.998,42.414,32.126,28.547,28.333,35.567,37.256,35.636,44.579,
CN: GDP: Secondary Industry: Gansu: Dingxi,China,Dingxi,"Annual, ending ""Dec"" of each year",RMB bn,Dingxi Municipal Bureau of Statistics,Active,293364601 (CAAPNY),SR4391888,,,,1999,2022,02/02/2023,,,4.443,8.904,2.984,0.073,-1.626,0.672,0.820,9.660,4.554,24,0.991,0.820,0.894,0.985,1.057,1.009,1.297,1.518,2.295,2.698,3.110,3.917,5.190,6.033,6.515,7.059,6.661,7.566,7.616,7.852,6.626,7.011,8.265,9.660
CN: GDP: Secondary Industry: Gansu: Longnan,China,Longnan,"Annual, ending ""Dec"" of each year",RMB bn,Longnan Municipal Bureau of Statistics,Active,293364701 (CAAPNZ),SR4392075,,,,1999,2022,08/02/2023,,,5.681,14.069,3.751,0.750,0.104,0.660,1.073,14.840,5.454,24,1.073,1.100,1.177,3.450,1.540,2.000,2.160,3.300,4.090,3.212,3.594,4.851,6.057,6.910,7.457,6.938,7.293,7.332,7.026,7.460,10.675,10.290,12.530,14.840
CN: GDP: Secondary Industry: Qinghai: Xining,China,Xining,"Annual, ending ""Dec"" of each year",RMB bn,Xining Municipal Bureau of Statistics,Active,293364801 (CAAPOA),SR4391934,,,,1999,2022,07/02/2023,,,31.498,430.563,20.750,-0.082,-1.634,0.659,3.329,61.845,35.977,24,3.329,4.026,4.396,5.180,6.780,8.750,10.860,13.790,17.730,22.739,24.934,32.076,41.128,43.952,51.450,53.068,54.347,59.564,55.644,46.799,39.878,41.872,51.822,61.845
CN: GDP: Secondary Industry: Qinghai: Haidong,China,Haidong,"Annual, ending ""Dec"" of each year",RMB bn,Haidong Municipal Bureau of Statistics,Active,313814701 (CAARLF),SR5004588,,,,2005,2021,20/04/2022,,,13.415,56.282,7.502,-0.354,-1.825,0.559,2.870,21.848,17.705,17,,,,,,,2.870,3.230,3.840,4.556,4.947,6.737,9.711,13.580,17.705,20.130,19.284,21.198,20.673,19.740,18.492,19.520,21.848,
CN: GDP: Secondary Industry: Ningxia: Yinchuan,China,Yinchuan,"Annual, ending ""Dec"" of each year",RMB bn,Yinchuan Municipal Bureau of Statistics,Active,293364901 (CAAPOB),SR4392079,,,,1999,2022,01/02/2023,,,48.766,1434.901,37.880,0.281,-1.252,0.777,3.727,126.170,45.225,24,3.727,4.192,4.505,5.900,7.440,9.370,13.010,15.670,20.250,25.071,31.423,37.926,52.525,61.905,68.860,75.019,78.711,82.561,90.429,86.733,82.882,83.262,102.832,126.170
CN: GDP: Secondary Industry: Ningxia: Shizuishan,China,Shizuishan,"Annual, ending ""Dec"" of each year",RMB bn,Shizuishan Municipal Bureau of Statistics,Active,293365001 (CAAPOC),SR4392055,,,,1999,2021,25/03/2022,,,18.520,148.672,12.193,-0.107,-1.702,0.658,2.479,36.647,20.727,22,2.479,2.949,3.117,3.080,4.000,5.600,6.890,8.420,11.530,17.121,17.763,,23.691,26.495,28.742,30.428,30.833,32.356,32.327,36.647,24.901,25.921,32.154,
CN: GDP: Secondary Industry: Ningxia: Wuzhong,China,Wuzhong,"Annual, ending ""Dec"" of each year",RMB bn,Wuzhong Municipal Bureau of Statistics,Active,293365101 (CAAPOD),SR4391642,,,,1999,2022,01/02/2023,,,16.773,143.668,11.986,0.736,-0.344,0.715,3.600,45.130,14.511,23,3.600,4.337,5.118,5.070,6.940,6.270,4.980,6.450,7.370,9.519,9.948,,14.511,17.101,19.107,21.871,22.710,25.050,29.902,30.269,25.715,27.302,37.500,45.130
CN: GDP: Secondary Industry: Ningxia: Guyuan,China,Guyuan,"Annual, ending ""Dec"" of each year",RMB bn,Guyuan Municipal Bureau of Statistics,Active,293365201 (CAAPOE),SR4391603,,,,1999,2022,06/02/2023,,,3.824,8.824,2.970,0.347,-1.488,0.777,0.569,9.001,3.617,23,0.569,0.620,0.697,0.820,1.150,1.010,0.860,1.070,1.250,1.589,2.007,,3.617,4.229,4.823,5.565,5.903,6.113,7.364,8.456,6.263,6.913,8.070,9.001
CN: GDP: Secondary Industry: Ningxia: Zhongwei,China,Zhongwei,"Annual, ending ""Dec"" of each year",RMB bn,Zhongwei Municipal Bureau of Statistics,Active,293365301 (CAAPOF),SR4391902,,,,2004,2022,07/02/2023,,,12.037,51.589,7.183,0.128,-0.839,0.597,2.250,26.288,13.318,18,,,,,,2.250,2.410,2.850,3.580,4.943,5.814,,9.708,11.106,12.928,13.707,14.108,14.911,16.715,17.537,18.711,17.498,21.606,26.288
CN: GDP: Secondary Industry: Xinjiang: Urumqi,China,Urumqi,"Annual, ending ""Dec"" of each year",RMB bn,Urumqi Municipal Bureau of Statistics,Active,293365401 (CAAPOG),SR4391799,,,,1999,2022,09/02/2023,,,56.332,1220.239,34.932,-0.076,-1.574,0.620,8.951,113.300,64.879,24,8.951,10.233,11.408,12.000,14.490,18.690,20.880,24.530,31.660,42.553,46.688,59.350,74.583,80.997,85.002,87.557,75.823,70.408,82.380,95.096,90.614,90.789,103.976,113.300
CN: GDP: Secondary Industry: Xinjiang: Karamay,China,Karamay,"Annual, ending ""Dec"" of each year",RMB bn,Karamay Municipal Bureau of Statistics,Active,293365501 (CAAPOH),SR4391775,,,,1999,2021,13/04/2022,,,46.716,507.761,22.534,-0.378,-1.230,0.482,8.274,75.640,46.150,23,8.274,11.659,14.235,14.250,18.480,25.920,34.120,42.460,46.150,60.151,41.630,63.842,71.620,71.307,73.903,71.980,41.051,43.192,52.371,65.470,66.966,59.800,75.640,
CN: GDP: Secondary Industry: Xinjiang: Turpan,China,Turpan,"Annual, ending ""Dec"" of each year",RMB bn,Turpan Municipal Bureau of Statistics,Active,313815401 (CAARLM),SR5004106,,,,2005,2021,07/06/2022,,,13.628,10.783,3.284,-0.002,-0.519,0.241,7.900,20.151,13.821,17,,,,,,,7.900,10.210,11.740,13.821,9.661,11.613,14.545,15.426,15.858,16.710,13.040,9.210,12.752,15.706,16.964,16.362,20.151,
CN: GDP: Secondary Industry: Xinjiang: Hami,China,Hami,"Annual, ending ""Dec"" of each year",RMB bn,Hami Municipal Bureau of Statistics,Active,313815501 (CAARLN),SR5004632,,,,2005,2022,08/02/2023,,,20.553,256.544,16.017,0.755,0.015,0.779,2.190,57.792,19.370,18,,,,,,,2.190,2.590,3.190,5.866,5.136,7.500,10.884,13.377,17.224,21.780,26.035,21.516,28.044,32.235,34.115,35.260,45.211,57.792
CN: GDP: Tertiary Industry: Prefecture Level City,China,,"Annual, ending ""Dec"" of each year",RMB bn,National Bureau of Statistics,Active,293365601 (CAAPOI),SR4392015,,,,1999,2009,06/04/2011,,,7480.420,15681468.947,3959.983,0.797,-0.528,0.529,3243.800,15006.416,6140.850,11,3243.800,3580.019,4120.613,4660.240,5296.660,6140.850,7683.400,8994.490,10800.110,12758.021,15006.416,,,,,,,,,,,,,
CN: GDP: Tertiary Industry: Beijing,China,Beijing,"Annual, ending ""Dec"" of each year",RMB bn,Beijing Municipal Bureau of Statistics,Active,293365701 (CAAPOJ),SR4391828,,,,1952,2022,19/01/2023,,,1474.769,1160300.892,1077.173,0.483,-1.108,0.730,178.150,3489.430,1254.955,24,178.150,217.490,265.360,320.820,372.670,439.340,515.550,622.770,791.280,917.510,1004.770,1160.810,1349.100,1502.030,1680.650,1833.390,2021.890,2224.570,2471.170,2750.810,2966.340,3009.590,3288.960,3489.430
CN: GDP: Tertiary Industry: Tianjin,China,Tianjin,"Annual, ending ""Dec"" of each year",RMB bn,Tianjin Municipal Bureau of Statistics,Active,293365801 (CAAPOK),SR4391954,,,,1949,2022,20/01/2023,,,440.650,105919.659,325.453,0.386,-1.374,0.739,64.658,999.926,382.723,24,64.658,72.323,81.940,91.120,103.027,116.754,141.569,160.029,192.731,240.612,278.130,343.931,421.515,476.109,538.355,586.630,622.761,694.077,771.754,835.232,892.287,888.588,961.537,999.926
CN: GDP: Tertiary Industry: Hebei: Shijiazhuang,China,Shijiazhuang,"Annual, ending ""Dec"" of each year",RMB bn,Shijiazhuang Municipal Bureau of Statistics,Active,293365901 (CAAPOL),SR4391962,,,,1999,2022,06/02/2023,,,180.951,16035.254,126.630,0.507,-1.143,0.700,34.299,420.820,150.672,24,34.299,39.001,42.992,47.150,52.510,60.870,67.340,78.920,92.060,110.413,120.505,137.766,163.579,180.737,203.832,226.525,249.330,275.293,306.813,322.230,352.872,369.132,387.840,420.820
CN: GDP: Tertiary Industry: Hebei: Tangshan,China,Tangshan,"Annual, ending ""Dec"" of each year",RMB bn,Tangshan Municipal Bureau of Statistics,Active,293366001 (CAAPOM),SR4391717,,,,1999,2022,06/02/2023,,,151.295,9470.519,97.317,0.235,-1.160,0.643,24.836,333.460,156.745,24,24.836,28.004,31.256,34.490,38.650,49.790,62.970,73.560,89.640,109.487,125.041,144.889,168.600,185.929,197.513,207.085,178.065,209.233,228.302,248.705,275.761,278.075,307.730,333.460
CN: GDP: Tertiary Industry: Hebei: Qinhuangdao,China,Qinhuangdao,"Annual, ending ""Dec"" of each year",RMB bn,Qinhuangdao Municipal Bureau of Statistics,Active,293366101 (CAAPON),SR4392020,,,,1949,2022,06/02/2023,,,45.551,840.464,28.991,0.495,-1.066,0.636,10.185,97.590,41.384,24,10.185,10.919,13.303,14.322,15.739,18.380,19.725,23.492,26.556,30.558,33.790,37.759,45.009,47.861,50.525,52.941,57.978,61.960,72.015,79.437,88.319,90.141,94.720,97.590
